index,magnitude,phase_angle,is_predicted,received_at
0,24801.626953125,-44.45006515612092,False,2023-06-06 12:29:25.683055
1,24801.626953125,-44.22088157361573,False,2023-06-06 12:29:25.699461
2,24801.626953125,-44.01461669087051,False,2023-06-06 12:29:25.717497
3,24792.470703125,-43.79116363707896,False,2023-06-06 12:29:25.736873
4,24801.626953125,-43.561980054573766,False,2023-06-06 12:29:25.756720
5,24801.626953125,-43.33279647206857,False,2023-06-06 12:29:25.773543
6,24801.626953125,-43.10361630465797,False,2023-06-06 12:29:25.791079
7,24801.626953125,-42.89162089319911,False,2023-06-06 12:29:25.808520
8,24801.626953125,-42.67389495302662,False,2023-06-06 12:29:25.826704
9,24801.626953125,-42.433253728188724,False,2023-06-06 12:29:25.843873
10,24801.626953125,-42.19261250335084,False,2023-06-06 12:29:25.861486
11,24801.626953125,-41.963428920845644,False,2023-06-06 12:29:25.879172
12,24801.568359375,-41.74569956557856,True,2023-06-06 12:29:26.914753
13,24810.78125,-41.50506175583526,False,2023-06-06 12:29:25.914136
14,24801.626953125,-41.29306975947099,False,2023-06-06 12:29:25.935464
15,24801.626953125,-41.063886176965795,False,2023-06-06 12:29:25.953163
16,24801.626953125,-40.84043312317424,False,2023-06-06 12:29:25.972570
17,24801.626953125,-40.622707183001744,False,2023-06-06 12:29:25.989990
18,24801.626953125,-40.40498465792383,False,2023-06-06 12:29:26.011414
19,24801.626953125,-40.18153160413228,False,2023-06-06 12:29:26.031430
20,24801.626953125,-39.96380566395979,False,2023-06-06 12:29:26.049252
21,24801.626953125,-39.734622081454596,False,2023-06-06 12:29:26.073130
22,24801.626953125,-39.511169027663044,False,2023-06-06 12:29:26.092152
23,24801.626953125,-39.28198544515785,False,2023-06-06 12:29:26.109404
24,24801.626953125,-39.06426292007994,False,2023-06-06 12:29:26.129871
25,24801.626953125,-38.823621695242046,False,2023-06-06 12:29:26.148918
26,24801.626953125,-39.06426292007994,False,2023-06-06 12:29:26.168061
27,24801.626953125,-38.83507933757475,False,2023-06-06 12:29:26.186335
28,24804.06640625,-38.13612558923983,True,2023-06-06 12:29:26.914958
29,24801.626953125,-38.393900343610696,False,2023-06-06 12:29:26.224232
30,24801.626953125,-38.18190834724643,False,2023-06-06 12:29:26.248088
31,24792.470703125,-37.96418240707393,False,2023-06-06 12:29:26.265524
32,24792.470703125,-37.740729353282376,False,2023-06-06 12:29:26.286410
33,24792.470703125,-37.51154577077718,False,2023-06-06 12:29:26.303901
34,24792.470703125,-37.31101141674561,False,2023-06-06 12:29:26.321589
35,24792.470703125,-37.10474653400039,False,2023-06-06 12:29:26.341279
36,24792.470703125,-36.88129348020884,False,2023-06-06 12:29:26.365577
37,24792.470703125,-36.66357095513093,False,2023-06-06 12:29:26.385714
38,24792.470703125,-36.474494243432055,False,2023-06-06 12:29:26.404649
39,24792.34765625,-36.31405993001762,True,2023-06-06 12:29:26.915331
40,24792.470703125,-36.02185760713531,False,2023-06-06 12:29:26.439682
41,24792.470703125,-35.81559272439009,False,2023-06-06 12:29:26.459369
42,24792.470703125,-35.603597312931235,False,2023-06-06 12:29:26.478570
43,24783.31640625,-35.38014425913968,False,2023-06-06 12:29:26.497872
44,24783.31640625,-35.17387937639447,False,2023-06-06 12:29:26.515581
45,24783.31640625,-34.944695793889274,False,2023-06-06 12:29:26.534506
46,24783.31640625,-34.72124274009772,False,2023-06-06 12:29:26.553174
47,24783.31640625,-34.51497785735251,False,2023-06-06 12:29:26.572367
48,24783.31640625,-34.302982445893655,False,2023-06-06 12:29:26.590194
49,24783.31640625,-34.07379886338846,False,2023-06-06 12:29:26.609645
50,24783.31640625,-33.85034580959691,False,2023-06-06 12:29:26.626640
51,24783.31640625,-33.621162227091716,False,2023-06-06 12:29:26.645713
52,24792.470703125,-33.403439702013806,False,2023-06-06 12:29:26.670021
53,24783.31640625,-33.185717176935896,False,2023-06-06 12:29:26.689841
54,24783.31640625,-32.962260708049754,False,2023-06-06 12:29:26.707170
55,24783.31640625,-32.744538182971844,False,2023-06-06 12:29:26.725828
56,24783.31640625,-32.51535460046665,False,2023-06-06 12:29:26.745740
57,24783.31640625,-32.280440489247816,False,2023-06-06 12:29:26.763434
58,24783.31640625,-32.062717964169906,False,2023-06-06 12:29:26.786307
59,24783.31640625,-31.833534381664712,False,2023-06-06 12:29:26.805741
60,24783.31640625,-31.621542385300444,False,2023-06-06 12:29:26.823709
61,24783.234375,-31.42673855998251,True,2023-06-06 12:29:26.915608
62,24774.16015625,-31.180363391336392,False,2023-06-06 12:29:26.861529
63,24774.16015625,-30.962640866258482,False,2023-06-06 12:29:26.882722
64,24783.31640625,-30.73345728375329,False,2023-06-06 12:29:26.899954
65,24774.16015625,-30.515731343580793,False,2023-06-06 12:29:26.917000
66,24774.16015625,-30.303739347216524,False,2023-06-06 12:29:26.937471
67,24774.16015625,-30.080282878330387,False,2023-06-06 12:29:26.963403
68,24774.16015625,-29.862560353252473,False,2023-06-06 12:29:26.980572
69,24774.16015625,-29.644837828174563,False,2023-06-06 12:29:27.000990
70,24774.16015625,-29.432842416715708,False,2023-06-06 12:29:27.019970
71,24765.005859375,-29.215116476543212,False,2023-06-06 12:29:27.041719
72,24746.7265625,-28.99141070575237,True,2023-06-06 12:29:28.089947
73,24765.005859375,-28.785398540006444,False,2023-06-06 12:29:27.085100
74,24765.005859375,-28.550486136334904,False,2023-06-06 12:29:27.103844
75,24765.005859375,-28.33276361125699,False,2023-06-06 12:29:27.125457
76,24765.005859375,-28.120768199798135,False,2023-06-06 12:29:27.149253
77,24755.849609375,-27.92023384576656,False,2023-06-06 12:29:27.169416
78,24755.849609375,-27.713968963021344,False,2023-06-06 12:29:27.189118
79,24755.849609375,-27.4905142016825,False,2023-06-06 12:29:27.210015
80,24755.849609375,-27.2613323267246,False,2023-06-06 12:29:27.227411
81,24755.849609375,-27.043608094099397,False,2023-06-06 12:29:27.249122
82,24755.849609375,-26.820155040307846,False,2023-06-06 12:29:27.270160
83,24755.849609375,-26.590971457802652,False,2023-06-06 12:29:27.289945
84,24755.849609375,-26.36178787529746,False,2023-06-06 12:29:27.307133
85,24755.849609375,-26.11541612174593,False,2023-06-06 12:29:27.325358
86,24755.849609375,-26.33314035437113,False,2023-06-06 12:29:27.346199
87,24758.134765625,-27.01491276184888,True,2023-06-06 12:29:28.089984
88,24765.005859375,-25.86331554702805,False,2023-06-06 12:29:27.381736
89,24765.005859375,-25.62267261464287,False,2023-06-06 12:29:27.404254
90,24755.849609375,-25.404948382017665,False,2023-06-06 12:29:27.421716
91,24755.849609375,-25.164307157179774,False,2023-06-06 12:29:27.440817
92,24765.005859375,-24.923664224794592,False,2023-06-06 12:29:27.458095
93,24765.005859375,-24.694480642289403,False,2023-06-06 12:29:27.479002
94,24765.005859375,-24.46529705978421,False,2023-06-06 12:29:27.496757
95,24765.005859375,-24.22465583494632,False,2023-06-06 12:29:27.518682
96,24765.005859375,-23.984012902561137,False,2023-06-06 12:29:27.539235
97,24765.005859375,-23.743371677723246,False,2023-06-06 12:29:27.557147
98,24765.005859375,-23.514188095218056,False,2023-06-06 12:29:27.577597
99,24765.005859375,-23.273545162832875,False,2023-06-06 12:29:27.599130
100,24765.005859375,-23.044363287874972,False,2023-06-06 12:29:27.616863
101,24765.005859375,-22.81517970536978,False,2023-06-06 12:29:27.634888
102,24765.005859375,-22.574536772984597,False,2023-06-06 12:29:27.654848
103,24765.005859375,-22.33389554814671,False,2023-06-06 12:29:27.672515
104,24765.005859375,-22.104711965641517,False,2023-06-06 12:29:27.694900
105,24765.005859375,-21.875528383136324,False,2023-06-06 12:29:27.711335
106,24765.005859375,-21.640615979464783,False,2023-06-06 12:29:27.729136
107,24765.005859375,-21.41143239695959,False,2023-06-06 12:29:27.746355
108,24764.9765625,-21.18797422052616,True,2023-06-06 12:29:28.090177
109,24765.005859375,-20.930148239736518,False,2023-06-06 12:29:27.789404
110,24774.16015625,-20.695235836064978,False,2023-06-06 12:29:27.806770
111,24774.16015625,-20.460323432393437,False,2023-06-06 12:29:27.826358
112,24774.16015625,-20.231139849888244,False,2023-06-06 12:29:27.846353
113,24774.16015625,-20.00195626738305,False,2023-06-06 12:29:27.866532
114,24765.005859375,-19.772772684877857,False,2023-06-06 12:29:27.883961
115,24746.697265625,-19.543331262731495,True,2023-06-06 12:29:28.090250
116,24774.16015625,-19.280029177774797,False,2023-06-06 12:29:27.918491
117,24774.16015625,-19.050847302816898,False,2023-06-06 12:29:27.935947
118,24774.16015625,-18.821663720311705,False,2023-06-06 12:29:27.955673
119,24774.16015625,-18.581020787926523,False,2023-06-06 12:29:27.978777
120,24774.16015625,-18.340379563088632,False,2023-06-06 12:29:28.003068
121,24774.16015625,-18.105467159417092,False,2023-06-06 12:29:28.020123
122,24774.16015625,-17.87055304819826,False,2023-06-06 12:29:28.041687
123,24774.16015625,-17.652828815573056,False,2023-06-06 12:29:28.061049
124,24774.16015625,-17.435106290495145,False,2023-06-06 12:29:28.078223
125,24774.16015625,-17.20019217927631,False,2023-06-06 12:29:28.095232
126,24765.005859375,-16.9824696541984,False,2023-06-06 12:29:28.112502
127,24774.16015625,-16.764745421573195,False,2023-06-06 12:29:28.129767
128,24774.16015625,-16.535561839068002,False,2023-06-06 12:29:28.149851
129,24774.16015625,-16.32356813515644,False,2023-06-06 12:29:28.169400
130,24765.005859375,-16.082925202771257,False,2023-06-06 12:29:28.188994
131,24765.005859375,-15.853741620266064,False,2023-06-06 12:29:28.205584
132,24774.099609375,-15.636266689545566,True,2023-06-06 12:29:29.246221
133,24774.16015625,-15.395376162802972,False,2023-06-06 12:29:28.245286
134,24774.16015625,-15.171923109011418,False,2023-06-06 12:29:28.261853
135,24774.16015625,-14.954198876386215,False,2023-06-06 12:29:28.279800
136,24774.16015625,-14.725015293881022,False,2023-06-06 12:29:28.297315
137,24774.16015625,-14.50156224008947,False,2023-06-06 12:29:28.314169
138,24765.005859375,-14.272378657584277,False,2023-06-06 12:29:28.336121
