index,magnitude,phase_angle,is_predicted,received_at
0,24801.626953125,-44.45006515612092,False,2023-06-14 07:25:19.001601
1,24801.626953125,-44.22088157361573,False,2023-06-14 07:25:19.024231
2,24801.626953125,-44.01461669087051,False,2023-06-14 07:25:19.043371
3,24792.470703125,-43.79116363707896,False,2023-06-14 07:25:19.068490
4,24774.24609375,-43.550252619768855,True,2023-06-14 07:25:20.111130
5,24801.626953125,-43.33279647206857,False,2023-06-14 07:25:19.109165
6,24801.626953125,-43.10361630465797,False,2023-06-14 07:25:19.138141
7,24801.626953125,-42.89162089319911,False,2023-06-14 07:25:19.159084
8,24801.626953125,-42.67389495302662,False,2023-06-14 07:25:19.187740
9,24801.626953125,-42.433253728188724,False,2023-06-14 07:25:19.216491
10,24801.626953125,-42.19261250335084,False,2023-06-14 07:25:19.263550
11,24801.626953125,-41.963428920845644,False,2023-06-14 07:25:19.280049
12,24810.78125,-41.73424533834045,False,2023-06-14 07:25:19.298493
13,24810.78125,-41.50506175583526,False,2023-06-14 07:25:19.318288
14,24801.626953125,-41.29306975947099,False,2023-06-14 07:25:19.475373
15,24801.626953125,-41.063886176965795,False,2023-06-14 07:25:19.619185
16,24801.626953125,-40.84043312317424,False,2023-06-14 07:25:19.643456
17,24801.626953125,-40.622707183001744,False,2023-06-14 07:25:19.662912
18,24801.626953125,-40.40498465792383,False,2023-06-14 07:25:19.684256
19,24801.626953125,-40.18153160413228,False,2023-06-14 07:25:19.702184
20,24801.626953125,-39.96380566395979,False,2023-06-14 07:25:19.872173
21,24801.626953125,-39.734622081454596,False,2023-06-14 07:25:19.891502
22,24801.626953125,-39.511169027663044,False,2023-06-14 07:25:19.911798
23,24801.626953125,-39.28198544515785,False,2023-06-14 07:25:19.982516
24,24801.626953125,-39.06426292007994,False,2023-06-14 07:25:20.002883
25,24801.626953125,-38.823621695242046,False,2023-06-14 07:25:20.028808
26,24801.626953125,-39.06426292007994,False,2023-06-14 07:25:20.055832
27,24801.626953125,-38.83507933757475,False,2023-06-14 07:25:20.082530
28,24801.626953125,-38.611626283783195,False,2023-06-14 07:25:20.101127
29,24801.626953125,-38.393900343610696,False,2023-06-14 07:25:20.119232
30,24801.626953125,-38.18190834724643,False,2023-06-14 07:25:20.175797
31,24792.470703125,-37.96418240707393,False,2023-06-14 07:25:20.205345
32,24792.470703125,-37.740729353282376,False,2023-06-14 07:25:20.235009
33,24792.470703125,-37.51154577077718,False,2023-06-14 07:25:20.285240
34,24792.470703125,-37.31101141674561,False,2023-06-14 07:25:20.303288
35,24792.470703125,-37.10474653400039,False,2023-06-14 07:25:20.323054
36,24792.470703125,-36.88129348020884,False,2023-06-14 07:25:20.421620
37,24792.470703125,-36.66357095513093,False,2023-06-14 07:25:20.464631
38,24792.470703125,-36.474494243432055,False,2023-06-14 07:25:20.486897
39,24792.470703125,-36.23384960349958,False,2023-06-14 07:25:20.502835
40,24792.470703125,-36.02185760713531,False,2023-06-14 07:25:20.527079
41,24792.470703125,-35.81559272439009,False,2023-06-14 07:25:20.563877
42,24792.470703125,-35.603597312931235,False,2023-06-14 07:25:20.617423
43,24783.31640625,-35.38014425913968,False,2023-06-14 07:25:20.687888
44,24783.31640625,-35.17387937639447,False,2023-06-14 07:25:20.752010
45,24783.31640625,-34.944695793889274,False,2023-06-14 07:25:20.846394
46,24783.31640625,-34.72124274009772,False,2023-06-14 07:25:20.881878
47,24783.31640625,-34.51497785735251,False,2023-06-14 07:25:20.900460
48,24783.31640625,-34.302982445893655,False,2023-06-14 07:25:20.918928
49,24783.31640625,-34.07379886338846,False,2023-06-14 07:25:21.021659
50,24783.31640625,-33.85034580959691,False,2023-06-14 07:25:21.045745
51,24783.31640625,-33.621162227091716,False,2023-06-14 07:25:21.070178
52,24792.470703125,-33.403439702013806,False,2023-06-14 07:25:21.089877
53,24783.31640625,-33.185717176935896,False,2023-06-14 07:25:21.108678
54,24783.31640625,-32.962260708049754,False,2023-06-14 07:25:21.129711
55,24783.31640625,-32.744538182971844,False,2023-06-14 07:25:21.161057
56,24783.31640625,-32.51535460046665,False,2023-06-14 07:25:21.184236
57,24783.31640625,-32.280440489247816,False,2023-06-14 07:25:21.272724
58,24783.31640625,-32.062717964169906,False,2023-06-14 07:25:21.333578
59,24783.31640625,-31.833534381664712,False,2023-06-14 07:25:21.352022
60,24783.31640625,-31.621542385300444,False,2023-06-14 07:25:21.370161
61,24774.16015625,-31.403816445127948,False,2023-06-14 07:25:21.387187
62,24774.16015625,-31.180363391336392,False,2023-06-14 07:25:21.405034
63,24774.16015625,-30.962640866258482,False,2023-06-14 07:25:21.423767
